Filename,Duration (seconds),Chroma_stft,Spectral_centroid,Spectral_bandwidth,Spectral_rolloff,Rmse,Zero_crossing_rate
common_voice_el_20433020.mp3,4.704036281179138,0.46913275,1530.8493427075873,1557.0212995513004,3099.8265759698274,0.026562652,0.08742639701354679
common_voice_el_20433019.mp3,3.0960090702947847,0.47165683,1922.5093714764196,1781.0863041661296,3912.0527125116605,0.021793924,0.11510319496268656
common_voice_el_20530992.mp3,4.416009070294785,0.3770884,2395.9721159279206,1975.0932730695074,4262.897783049738,0.06838324,0.15265563645287958
common_voice_el_20518801.mp3,2.9040362811791383,0.4524452,2304.350504028321,1683.8978200353565,4145.39794921875,0.08168165,0.15411861359126985
common_voice_el_20518854.mp3,3.9840362811791383,0.4325138,1993.6007393563611,1554.4387400944631,3547.7830044058865,0.09630667,0.1313079124273256
common_voice_el_20433021.mp3,3.1440362811791385,0.4843258,1623.3453545725356,1622.8692824073098,3322.525742474724,0.022846604,0.09265854779411764
common_voice_el_20518788.mp3,3.6960090702947848,0.46998844,1906.5512498234943,1582.35164184839,3507.960662841797,0.07196739,0.113140869140625
common_voice_el_20433009.mp3,3.0240362811791384,0.46526602,1602.8601115661218,1680.6929849845521,3342.6599400644086,0.01730096,0.08415583253816794
common_voice_el_20518803.mp3,2.784036281179138,0.43557316,2101.634161470027,1528.8338840850245,3707.9278564453125,0.0719134,0.13592122395833334
common_voice_el_20530990.mp3,2.9760090702947846,0.36707482,2626.115908160217,1969.5962962013207,4621.209007085756,0.059611544,0.18357103924418605
common_voice_el_20433010.mp3,4.536009070294784,0.45996746,1486.9184027788663,1515.3141603002584,2989.434814453125,0.03349958,0.0849136041135204
common_voice_el_20518806.mp3,4.8960090702947845,0.3948863,1806.1513075312848,1531.1824687095984,3414.084252813981,0.11933187,0.11112679576421801
common_voice_el_20518808.mp3,4.416009070294785,0.38331863,1731.3259838282638,1451.4185638027284,3219.3829761125653,0.13805068,0.10770052765052356
common_voice_el_20518849.mp3,2.6640362811791385,0.42611182,1935.619938805984,1502.1527782988005,3479.8592476222825,0.11776276,0.12001103940217392
common_voice_el_20530991.mp3,2.1840362811791385,0.49959287,2904.0777204290694,2245.271512491618,5374.800832648027,0.045378324,0.1929173519736842
common_voice_el_20433023.mp3,2.8560090702947845,0.42487842,1686.0294834211074,1453.431496401681,3096.141982660061,0.04651006,0.10502810594512195
common_voice_el_20530993.mp3,3.744036281179138,0.4144827,2931.0440434167936,2104.932598529211,5080.107964409723,0.056573726,0.19844413097993827
common_voice_el_20433011.mp3,2.9040362811791383,0.41658762,1732.4789031916016,1657.789977166854,3259.46044921875,0.021918528,0.09314933655753968
common_voice_el_20518852.mp3,5.424036281179139,0.37160528,1719.5556879867113,1448.5424848052805,3135.3355994591348,0.115791954,0.1010470920138889
common_voice_el_20433018.mp3,3.744036281179138,0.44854522,1517.462240202332,1541.3015262496958,3105.2341037326387,0.027621182,0.07721776138117284
common_voice_el_20433022.mp3,2.736009070294785,0.4267272,1455.273877988777,1626.3271636692475,3122.8619074417375,0.023979258,0.07562566207627118
common_voice_el_20433017.mp3,5.016009070294785,0.4655113,1493.0639753042597,1597.2954391106193,3127.176789314516,0.024957996,0.08677005328341014
common_voice_el_20518805.mp3,2.304036281179138,0.43799815,2132.5368859197765,1617.4597996839802,3810.192626953125,0.075907305,0.1391748046875
common_voice_el_20518851.mp3,4.584036281179138,0.37712735,2015.5592470530921,1552.4496331202638,3585.6589577414775,0.10025899,0.12610233191287878
common_voice_el_21326832.mp3,4.008027210884354,0.49297345,1411.649289623941,1999.5721851016658,3225.810744445448,0.15272021,0.03260759122109826
common_voice_el_21515085.mp3,5.664036281179138,0.4805443,1899.8174469797357,2186.303313345806,3899.2306568583504,0.09069648,0.09271140176741803
common_voice_el_20566171.mp3,7.176009070294785,0.3516027,1555.5791293924258,1693.0223201305764,3231.1265908518144,0.06922042,0.0809664818548387
common_voice_el_20578224.mp3,4.8960090702947845,0.41325516,2282.6688000149525,2131.8550876079544,4399.610994890403,0.0623389,0.1389102303021327
common_voice_el_20566167.mp3,2.0160090702947846,0.39611748,1782.4383807638492,1983.5549555024759,4096.630017510776,0.041324366,0.08090315193965517
common_voice_el_20578216.mp3,4.944036281179138,0.40424386,2310.250659347336,2183.6567329298523,4579.293436399648,0.0612091,0.13960029709507044
common_voice_el_20573358.mp3,3.9840362811791383,0.40642637,1590.2866465279005,1429.0791034820104,2910.1748444313225,0.037286226,0.10369731104651163
common_voice_el_20573341.mp3,4.824036281179138,0.3687185,1215.927714726504,1391.3104787792254,2422.847689115084,0.069277555,0.060941256009615384
common_voice_el_20578213.mp3,5.232018140589569,0.40755978,2246.131272167413,2132.2853409786853,4359.18735740459,0.07565755,0.13738203470685842
common_voice_el_21071774.mp3,4.992018140589569,0.43485907,3576.7959093550944,3300.5367220309013,7688.154751090116,0.07007303,0.24083621002906977
common_voice_el_20573361.mp3,5.136009070294785,0.42248663,1548.1254989909294,1583.1140809059175,3100.0537769214525,0.06071416,0.09552716779279279
common_voice_el_20578214.mp3,5.592018140589569,0.3725861,2576.8524615680058,2263.7419722141353,4960.052718166494,0.06941444,0.16583935749481327
common_voice_el_21515086.mp3,4.3920181405895695,0.4849299,2162.003962554793,2313.1507698304613,4396.286749588816,0.082639255,0.11034385279605263
common_voice_el_20750444.mp3,5.208027210884354,0.4447418,4257.732864180386,2990.3412949147537,7646.4404296875,0.057518166,0.33520616319444446
common_voice_el_21071819.mp3,5.112018140589569,0.44065413,2921.9655359943904,2569.455120017001,5790.434216805713,0.075086914,0.17853860294117646
common_voice_el_20566181.mp3,3.1440362811791385,0.39795908,1668.3868619478178,1963.9084428443816,3801.322847254136,0.055272397,0.07511273552389706
common_voice_el_21326836.mp3,4.2,0.4872479,1654.8332311198005,2128.3130653468866,3617.637608986533,0.09429423,0.0517119518301105
common_voice_el_21071812.mp3,6.216009070294785,0.44709682,3628.597017665947,3134.9002016352265,7473.869483150653,0.04608683,0.249052588619403
common_voice_el_20566168.mp3,3.9360090702947845,0.37212357,2061.5049746823133,2008.3702754573465,4199.481272977941,0.04997044,0.11175896139705882
common_voice_el_21071840.mp3,5.376009070294785,0.4860239,3969.2258155631607,2992.0683387503145,7550.172161233836,0.07463036,0.2866105704471983
common_voice_el_20750445.mp3,3.2880272108843536,0.4305154,4574.876949472011,3030.9998089804903,7907.9172053807215,0.04566636,0.36963578345070425
common_voice_el_20578215.mp3,3.72,0.42838573,2199.463211947328,2189.3264717353945,4474.2919921875,0.04503735,0.12872731463509315
common_voice_el_21071842.mp3,5.064036281179138,0.40922815,4055.9180149371423,3025.7387797236147,7574.427105629281,0.058637157,0.2796558397545662
common_voice_el_20573342.mp3,1.8960090702947845,0.4120936,842.6185707358575,1473.5438354362661,1480.6703148818597,0.18563218,0.027736756859756097
common_voice_el_21326839.mp3,2.952018140589569,0.50570637,1968.9275070256508,2414.6241429619295,4462.251663208008,0.06540103,0.053485870361328125
common_voice_el_21326837.mp3,4.68,0.4619389,1225.219130204814,1826.9040966810012,2625.5050810256807,0.15214238,0.037235071163366336
common_voice_el_21515060.mp3,3.36,0.4926724,1943.4749345231094,2287.3047516936595,4250.357287176724,0.08388794,0.08556371228448276
common_voice_el_20573363.mp3,2.8560090702947845,0.44355902,1657.9428113949866,1680.044841527849,3510.087176067073,0.039716367,0.09564357850609756
common_voice_el_21515058.mp3,3.24,0.5030613,2367.003326993764,2459.255080781685,5033.155517578125,0.07543322,0.13064662388392856
