Filename,Duration (seconds),Chroma_stft,Spectral_centroid,Spectral_bandwidth,Spectral_rolloff,Rmse,Zero_crossing_rate
common_voice_cs_20483872.mp3,7.824036281179138,0.42141476,3358.5349102160253,2536.8616541024553,6227.217043188984,0.015927965,0.23905931240727002
common_voice_cs_20483832.mp3,4.464036281179139,0.48131925,2235.4302477836372,1906.7145280760003,4223.966513520078,0.06389175,0.14012153902202074
common_voice_cs_20483848.mp3,5.064036281179138,0.5030633,2346.8194541581406,1969.2421216613966,4372.07599796661,0.047355913,0.15436822203196346
common_voice_cs_20483830.mp3,2.5440362811791384,0.46231407,2461.1741087269847,1752.5311366659168,4178.420188210227,0.04940855,0.17792524857954545
common_voice_cs_20483831.mp3,4.8960090702947845,0.42080742,2359.861657620635,1718.2814444144778,4110.239442942831,0.06775472,0.164004646771327
common_voice_cs_20424455.mp3,5.784036281179138,0.34201273,1667.191108388956,1368.1418725449728,2985.66474609375,0.061442252,0.095869140625
common_voice_cs_20424438.mp3,4.2240362811791385,0.3544039,1511.6364802510202,1416.098833863947,2897.6355919471152,0.065488435,0.07273512620192307
common_voice_cs_20424437.mp3,5.136009070294785,0.43935755,2139.5437992802736,1701.032118881704,3978.6957611908783,0.055056393,0.12060546875
common_voice_cs_20424419.mp3,3.9840362811791383,0.52561516,2429.5424417889158,1931.5154825746627,4571.54910065407,0.049371142,0.15489587118459303
common_voice_cs_20424436.mp3,5.736009070294784,0.50459474,2389.312428018703,1932.7985119096327,4373.324092741936,0.056230776,0.1571222120715726
common_voice_cs_20424435.mp3,4.824036281179138,0.48576745,2640.7300935671674,1834.3954127904474,4399.347275954026,0.06275676,0.182464599609375
common_voice_cs_20424439.mp3,6.264036281179139,0.33154243,1688.1837777974833,1319.2408283212885,2905.7462565104165,0.08839887,0.10225332754629629
common_voice_cs_20424418.mp3,4.344036281179139,0.4378786,1943.7809117529262,1726.1260822338654,3687.389227684508,0.06886505,0.1164031333111702
common_voice_cs_20424416.mp3,5.376009070294785,0.5328195,2676.8680816526667,1989.927452707599,4786.032841123384,0.06511531,0.17956753434806033
common_voice_cs_20424417.mp3,5.8560090702947845,0.4779999,2524.665624545387,1930.9158980863333,4653.852886456275,0.074232005,0.17212010560770752
common_voice_cs_20424415.mp3,5.304036281179139,0.3953882,2065.4068610411578,1671.4670709450031,3840.1035625341156,0.05675483,0.1313178049945415
common_voice_cs_20424409.mp3,7.176009070294785,0.37678692,1796.3992471720828,1534.9029500269287,3344.939988659274,0.08508884,0.11447675151209677
common_voice_cs_20424407.mp3,4.824036281179138,0.4063274,1901.6050487798154,1558.142906544092,3364.200650728666,0.05770345,0.10256253756009616
common_voice_cs_20424405.mp3,6.816009070294784,0.41227686,2213.45440588551,1650.747971235554,3839.83154296875,0.064355366,0.15379032472363946
common_voice_cs_20424399.mp3,6.264036281179139,0.49989843,2377.8346663046154,1949.5549004982252,4347.234700520833,0.068221726,0.15310510706018518
common_voice_cs_20424398.mp3,5.424036281179139,0.39824206,1942.4887078736974,1489.02880928087,3398.0130709134614,0.064603165,0.12587222889957264
common_voice_cs_20424406.mp3,6.1440362811791385,0.34939504,1944.1993715265103,1465.8514462654712,3418.9444833431603,0.06515002,0.11774764150943397
common_voice_cs_20424408.mp3,6.024036281179138,0.5053325,2676.3355352316894,1888.8860351646583,4656.51376577524,0.06191044,0.1818134014423077
common_voice_cs_20424397.mp3,5.8560090702947845,0.41995654,1990.2898987114518,1579.219376807592,3494.081375061759,0.07489938,0.12788915822628458
common_voice_cs_20424396.mp3,9.024036281179137,0.47711107,2650.2148024678145,1888.9174079734482,4581.756356442802,0.07217782,0.19037320252249357
common_voice_cs_20493387.mp3,6.0,0.50975996,2852.320207064815,2215.072516179623,5085.618797508446,0.03744465,0.17356984495656372
common_voice_cs_20493386.mp3,5.8560090702947845,0.4463791,2340.809864858171,1771.3025161516748,4176.37751281497,0.06753627,0.16066769083498023
common_voice_cs_20493384.mp3,1.8240362811791384,0.52450436,2319.7867128897637,1818.20546120922,4130.150131032437,0.029415857,0.15764067444620253
common_voice_cs_20493383.mp3,4.968027210884354,0.4830561,2536.5090400987656,2171.4003028637294,4778.509578526577,0.045613993,0.13707012996495327
common_voice_cs_20493382.mp3,2.0640362811791384,0.57917225,2126.1365187589504,1787.84299227399,3919.5268609550562,0.035297036,0.1333227264747191
common_voice_cs_20493385.mp3,6.336009070294785,0.48331565,2454.5817014319423,2154.6794226682728,4595.5641526442305,0.04629929,0.1262162316849817
common_voice_cs_20493380.mp3,3.6240362811791385,0.45403263,2248.1516385816094,1754.756270228025,4016.833884852707,0.06935291,0.15101574940286625
common_voice_cs_20493381.mp3,1.8240362811791384,0.5042832,2020.5780104355242,1760.8167251915165,3791.888041435918,0.05392473,0.12182308148734178
common_voice_cs_20493378.mp3,3.528027210884354,0.53242123,2455.813662776543,2405.4765178840166,4901.778692948191,0.052972455,0.12891909950657895
